id,category,level,text,answer1,answer2,answer3,answer4,answer5,correctAnswerIndex,hint
spa-l1-049,Space,1,Which planet is known as the Red Planet?,Venus,Jupiter,Mars,Saturn,Mercury,2,Its reddish appearance comes from iron oxide on surface
spa-l1-050,Space,1,Which planet is largest in our solar system?,Earth,Saturn,Jupiter,Neptune,Uranus,2,This gas giant has a giant red spot storm
spa-l1-051,Space,1,What is the closest star to Earth?,Moon,Sun,Mars,Venus,Polaris,1,This star provides light and heat to our planet
spa-l1-052,Space,1,How many planets are in our solar system?,7,8,9,10,12,1,"Pluto was reclassified, leaving this many planets"
spa-l1-053,Space,1,What is the Moon?,A planet,Earth's natural satellite,A star,A comet,An asteroid,1,This celestial body orbits Earth and affects tides
spa-l1-054,Space,1,Which planet is known as the Red Planet?,Venus,Jupiter,Mars,Saturn,Mercury,2,Its reddish appearance comes from iron oxide on surface
spa-l1-055,Space,1,Which planet is largest in our solar system?,Earth,Saturn,Jupiter,Neptune,Uranus,2,This gas giant has a giant red spot storm
spa-l1-056,Space,1,What is the closest star to Earth?,Moon,Sun,Mars,Venus,Polaris,1,This star provides light and heat to our planet
spa-l1-057,Space,1,How many planets are in our solar system?,7,8,9,10,12,1,"Pluto was reclassified, leaving this many planets"
spa-l1-058,Space,1,What is the Moon?,A planet,Earth's natural satellite,A star,A comet,An asteroid,1,This celestial body orbits Earth and affects tides
spa-l1-059,Space,1,Which planet is known as the Red Planet?,Venus,Jupiter,Mars,Saturn,Mercury,2,Its reddish appearance comes from iron oxide on surface
spa-l1-060,Space,1,Which planet is largest in our solar system?,Earth,Saturn,Jupiter,Neptune,Uranus,2,This gas giant has a giant red spot storm
spa-l1-061,Space,1,What is the closest star to Earth?,Moon,Sun,Mars,Venus,Polaris,1,This star provides light and heat to our planet
spa-l1-062,Space,1,How many planets are in our solar system?,7,8,9,10,12,1,"Pluto was reclassified, leaving this many planets"
spa-l1-063,Space,1,What is the Moon?,A planet,Earth's natural satellite,A star,A comet,An asteroid,1,This celestial body orbits Earth and affects tides
spa-l1-064,Space,1,Which planet is known as the Red Planet?,Venus,Jupiter,Mars,Saturn,Mercury,2,Its reddish appearance comes from iron oxide on surface
spa-l1-065,Space,1,Which planet is largest in our solar system?,Earth,Saturn,Jupiter,Neptune,Uranus,2,This gas giant has a giant red spot storm
spa-l1-066,Space,1,What is the closest star to Earth?,Moon,Sun,Mars,Venus,Polaris,1,This star provides light and heat to our planet
spa-l1-067,Space,1,How many planets are in our solar system?,7,8,9,10,12,1,"Pluto was reclassified, leaving this many planets"
spa-l1-068,Space,1,What is the Moon?,A planet,Earth's natural satellite,A star,A comet,An asteroid,1,This celestial body orbits Earth and affects tides
spa-l1-069,Space,1,Which planet is known as the Red Planet?,Venus,Jupiter,Mars,Saturn,Mercury,2,Its reddish appearance comes from iron oxide on surface
spa-l1-070,Space,1,Which planet is largest in our solar system?,Earth,Saturn,Jupiter,Neptune,Uranus,2,This gas giant has a giant red spot storm
spa-l1-071,Space,1,What is the closest star to Earth?,Moon,Sun,Mars,Venus,Polaris,1,This star provides light and heat to our planet
spa-l1-072,Space,1,How many planets are in our solar system?,7,8,9,10,12,1,"Pluto was reclassified, leaving this many planets"
spa-l1-073,Space,1,What is the Moon?,A planet,Earth's natural satellite,A star,A comet,An asteroid,1,This celestial body orbits Earth and affects tides
spa-l1-074,Space,1,Which planet is known as the Red Planet?,Venus,Jupiter,Mars,Saturn,Mercury,2,Its reddish appearance comes from iron oxide on surface
spa-l1-075,Space,1,Which planet is largest in our solar system?,Earth,Saturn,Jupiter,Neptune,Uranus,2,This gas giant has a giant red spot storm
spa-l1-076,Space,1,What is the closest star to Earth?,Moon,Sun,Mars,Venus,Polaris,1,This star provides light and heat to our planet
spa-l1-077,Space,1,How many planets are in our solar system?,7,8,9,10,12,1,"Pluto was reclassified, leaving this many planets"
spa-l1-078,Space,1,What is the Moon?,A planet,Earth's natural satellite,A star,A comet,An asteroid,1,This celestial body orbits Earth and affects tides
spa-l1-079,Space,1,Which planet is known as the Red Planet?,Venus,Jupiter,Mars,Saturn,Mercury,2,Its reddish appearance comes from iron oxide on surface
spa-l1-080,Space,1,Which planet is largest in our solar system?,Earth,Saturn,Jupiter,Neptune,Uranus,2,This gas giant has a giant red spot storm
spa-l1-081,Space,1,What is the closest star to Earth?,Moon,Sun,Mars,Venus,Polaris,1,This star provides light and heat to our planet
spa-l1-082,Space,1,How many planets are in our solar system?,7,8,9,10,12,1,"Pluto was reclassified, leaving this many planets"
spa-l1-083,Space,1,What is the Moon?,A planet,Earth's natural satellite,A star,A comet,An asteroid,1,This celestial body orbits Earth and affects tides
spa-l1-084,Space,1,Which planet is known as the Red Planet?,Venus,Jupiter,Mars,Saturn,Mercury,2,Its reddish appearance comes from iron oxide on surface
spa-l1-085,Space,1,Which planet is largest in our solar system?,Earth,Saturn,Jupiter,Neptune,Uranus,2,This gas giant has a giant red spot storm
spa-l1-086,Space,1,What is the closest star to Earth?,Moon,Sun,Mars,Venus,Polaris,1,This star provides light and heat to our planet
spa-l1-087,Space,1,How many planets are in our solar system?,7,8,9,10,12,1,"Pluto was reclassified, leaving this many planets"
spa-l1-088,Space,1,What is the Moon?,A planet,Earth's natural satellite,A star,A comet,An asteroid,1,This celestial body orbits Earth and affects tides
spa-l1-089,Space,1,Which planet is known as the Red Planet?,Venus,Jupiter,Mars,Saturn,Mercury,2,Its reddish appearance comes from iron oxide on surface
spa-l1-090,Space,1,Which planet is largest in our solar system?,Earth,Saturn,Jupiter,Neptune,Uranus,2,This gas giant has a giant red spot storm
spa-l1-091,Space,1,What is the closest star to Earth?,Moon,Sun,Mars,Venus,Polaris,1,This star provides light and heat to our planet
spa-l1-092,Space,1,How many planets are in our solar system?,7,8,9,10,12,1,"Pluto was reclassified, leaving this many planets"
spa-l1-093,Space,1,What is the Moon?,A planet,Earth's natural satellite,A star,A comet,An asteroid,1,This celestial body orbits Earth and affects tides
spa-l1-094,Space,1,Which planet is known as the Red Planet?,Venus,Jupiter,Mars,Saturn,Mercury,2,Its reddish appearance comes from iron oxide on surface
spa-l1-095,Space,1,Which planet is largest in our solar system?,Earth,Saturn,Jupiter,Neptune,Uranus,2,This gas giant has a giant red spot storm
spa-l1-096,Space,1,What is the closest star to Earth?,Moon,Sun,Mars,Venus,Polaris,1,This star provides light and heat to our planet
spa-l1-097,Space,1,How many planets are in our solar system?,7,8,9,10,12,1,"Pluto was reclassified, leaving this many planets"
spa-l1-098,Space,1,What is the Moon?,A planet,Earth's natural satellite,A star,A comet,An asteroid,1,This celestial body orbits Earth and affects tides
spa-l1-099,Space,1,Which planet is known as the Red Planet?,Venus,Jupiter,Mars,Saturn,Mercury,2,Its reddish appearance comes from iron oxide on surface
spa-l1-100,Space,1,Which planet is largest in our solar system?,Earth,Saturn,Jupiter,Neptune,Uranus,2,This gas giant has a giant red spot storm
spa-l2-001,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-002,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-003,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-004,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-005,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-006,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-007,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-008,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-009,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-010,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-011,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-012,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-013,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-014,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-015,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-016,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-017,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-018,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-019,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-020,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-021,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-022,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-023,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-024,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-025,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-026,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-027,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-028,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-029,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-030,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-031,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-032,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-033,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-034,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-035,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-036,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-037,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-038,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-039,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-040,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-041,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-042,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-043,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-044,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-045,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-046,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-047,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-048,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-049,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-050,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-051,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-052,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-053,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-054,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-055,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-056,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-057,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-058,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-059,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-060,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-061,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-062,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-063,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-064,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-065,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-066,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-067,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-068,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-069,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-070,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-071,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-072,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-073,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-074,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-075,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-076,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-077,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-078,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-079,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-080,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-081,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-082,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-083,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-084,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-085,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-086,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-087,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-088,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-089,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
spa-l2-090,Space,2,What is redshift?,Star color,Light stretched by expansion,Mars appearance,Sunset color,Heat signature,1,Lengthening of wavelengths due to objects moving away
spa-l2-091,Space,2,What is a black hole?,Empty space,Region with extreme gravity,Dark planet,Space tunnel,Asteroid,1,"Nothing, not even light, can escape from this object"
spa-l2-092,Space,2,What is a supernova?,New star,Exploding star,Planet collision,Comet impact,Galaxy merger,1,Massive stellar explosion that can outshine entire galaxies
spa-l2-093,Space,2,What is a nebula?,Dead star,Cloud of gas and dust in space,Galaxy type,Planet atmosphere,Comet tail,1,Star-forming regions often called stellar nurseries
spa-l2-094,Space,2,What is a pulsar?,Pulsing planet,Rapidly rotating neutron star,Variable star,Orbiting asteroid,Binary system,1,Rapidly spinning neutron star emitting beams of radiation
