id,category,level,text,answer1,answer2,answer3,answer4,answer5,correctAnswerIndex,hint
bio-l1-027,Biology,1,What is the largest organ in the human body?,Heart,Brain,Liver,Skin,Lungs,3,This organ covers your entire body and protects you from the environment
bio-l1-028,Biology,1,What do red blood cells transport?,Oxygen,Carbon dioxide,Nutrients,Hormones,Waste,0,"These cells contain hemoglobin, which binds to this gas in the lungs"
bio-l1-029,Biology,1,What is the green pigment in plants called?,Hemoglobin,Melanin,Chlorophyll,Carotene,Keratin,2,This pigment is essential for photosynthesis and gives plants their color
bio-l1-030,Biology,1,How many chambers does the human heart have?,Two,Three,Four,Five,Six,2,Think of two upper chambers (atria) and two lower chambers (ventricles)
bio-l1-031,Biology,1,What is the function of white blood cells?,Carry oxygen,Fight infections,Clot blood,Digest food,Store energy,1,These cells are the body's primary defense against pathogens
bio-l1-032,Biology,1,Which vitamin is produced when skin is exposed to sunlight?,Vitamin A,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,3,This vitamin is crucial for bone health and calcium absorption
bio-l1-033,Biology,1,What is the powerhouse of the cell?,Nucleus,Mitochondria,Ribosome,Golgi apparatus,Lysosome,1,"This organelle produces ATP, the cell's energy currency"
bio-l1-034,Biology,1,What percentage of the human body is water?,About 30%,About 45%,About 60%,About 75%,About 90%,2,"This percentage varies with age, but averages around this value for adults"
bio-l1-035,Biology,1,What is the largest artery in the human body?,Pulmonary artery,Carotid artery,Aorta,Femoral artery,Brachial artery,2,This artery carries oxygenated blood directly from the left ventricle
bio-l1-036,Biology,1,How many pairs of chromosomes do humans have?,20,21,22,23,24,3,"Each parent contributes one chromosome to each pair, totaling 46 chromosomes"
bio-l1-037,Biology,1,What is the colored part of the eye?,Pupil,Retina,Iris,Cornea,Lens,2,This structure controls the size of the pupil and determines eye color
bio-l1-038,Biology,1,Which gas do plants absorb from the atmosphere?,Oxygen,Nitrogen,Carbon dioxide,Helium,Hydrogen,2,Plants use this gas during photosynthesis to produce glucose
bio-l1-039,Biology,1,What is the smallest bone in the human body?,Stapes,Malleus,Incus,Phalanx,Vertebra,0,This tiny bone is located in the middle ear and is part of the hearing mechanism
bio-l1-040,Biology,1,Which organ produces insulin?,Liver,Pancreas,Kidney,Spleen,Thyroid,1,This gland regulates blood sugar by producing insulin and glucagon
bio-l1-041,Biology,1,What is the basic unit of all living organisms?,Atom,Molecule,Cell,Tissue,Organ,2,Think about the smallest living structure that can perform all life functions
bio-l1-042,Biology,1,Which organ is responsible for pumping blood throughout the body?,Liver,Heart,Kidney,Lungs,Brain,1,"This muscular organ beats about 100,000 times per day"
bio-l1-043,Biology,1,What process do plants use to make food from sunlight?,Respiration,Photosynthesis,Digestion,Fermentation,Oxidation,1,This process requires chlorophyll and produces oxygen as a byproduct
bio-l1-044,Biology,1,How many bones does an adult human skeleton typically have?,186,206,226,246,266,1,Babies are born with more bones that fuse together as they grow
bio-l1-045,Biology,1,What is DNA?,A type of protein,Genetic material,An enzyme,A hormone,A vitamin,1,This double helix molecule contains the instructions for building and maintaining organisms
bio-l1-046,Biology,1,Which blood type is the universal donor?,A positive,B positive,AB positive,O negative,AB negative,3,"This blood type lacks A, B, and Rh antigens, making it safe for all recipients"
bio-l1-047,Biology,1,What is the largest organ in the human body?,Heart,Brain,Liver,Skin,Lungs,3,This organ covers your entire body and protects you from the environment
bio-l1-048,Biology,1,What do red blood cells transport?,Oxygen,Carbon dioxide,Nutrients,Hormones,Waste,0,"These cells contain hemoglobin, which binds to this gas in the lungs"
bio-l1-049,Biology,1,What is the green pigment in plants called?,Hemoglobin,Melanin,Chlorophyll,Carotene,Keratin,2,This pigment is essential for photosynthesis and gives plants their color
bio-l1-050,Biology,1,How many chambers does the human heart have?,Two,Three,Four,Five,Six,2,Think of two upper chambers (atria) and two lower chambers (ventricles)
bio-l1-051,Biology,1,What is the function of white blood cells?,Carry oxygen,Fight infections,Clot blood,Digest food,Store energy,1,These cells are the body's primary defense against pathogens
bio-l1-052,Biology,1,Which vitamin is produced when skin is exposed to sunlight?,Vitamin A,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,3,This vitamin is crucial for bone health and calcium absorption
bio-l1-053,Biology,1,What is the powerhouse of the cell?,Nucleus,Mitochondria,Ribosome,Golgi apparatus,Lysosome,1,"This organelle produces ATP, the cell's energy currency"
bio-l1-054,Biology,1,What percentage of the human body is water?,About 30%,About 45%,About 60%,About 75%,About 90%,2,"This percentage varies with age, but averages around this value for adults"
bio-l1-055,Biology,1,What is the largest artery in the human body?,Pulmonary artery,Carotid artery,Aorta,Femoral artery,Brachial artery,2,This artery carries oxygenated blood directly from the left ventricle
bio-l1-056,Biology,1,How many pairs of chromosomes do humans have?,20,21,22,23,24,3,"Each parent contributes one chromosome to each pair, totaling 46 chromosomes"
bio-l1-057,Biology,1,What is the colored part of the eye?,Pupil,Retina,Iris,Cornea,Lens,2,This structure controls the size of the pupil and determines eye color
bio-l1-058,Biology,1,Which gas do plants absorb from the atmosphere?,Oxygen,Nitrogen,Carbon dioxide,Helium,Hydrogen,2,Plants use this gas during photosynthesis to produce glucose
bio-l1-059,Biology,1,What is the smallest bone in the human body?,Stapes,Malleus,Incus,Phalanx,Vertebra,0,This tiny bone is located in the middle ear and is part of the hearing mechanism
bio-l1-060,Biology,1,Which organ produces insulin?,Liver,Pancreas,Kidney,Spleen,Thyroid,1,This gland regulates blood sugar by producing insulin and glucagon
bio-l1-061,Biology,1,What is the basic unit of all living organisms?,Atom,Molecule,Cell,Tissue,Organ,2,Think about the smallest living structure that can perform all life functions
bio-l1-062,Biology,1,Which organ is responsible for pumping blood throughout the body?,Liver,Heart,Kidney,Lungs,Brain,1,"This muscular organ beats about 100,000 times per day"
bio-l1-063,Biology,1,What process do plants use to make food from sunlight?,Respiration,Photosynthesis,Digestion,Fermentation,Oxidation,1,This process requires chlorophyll and produces oxygen as a byproduct
bio-l1-064,Biology,1,How many bones does an adult human skeleton typically have?,186,206,226,246,266,1,Babies are born with more bones that fuse together as they grow
bio-l1-065,Biology,1,What is DNA?,A type of protein,Genetic material,An enzyme,A hormone,A vitamin,1,This double helix molecule contains the instructions for building and maintaining organisms
bio-l1-066,Biology,1,Which blood type is the universal donor?,A positive,B positive,AB positive,O negative,AB negative,3,"This blood type lacks A, B, and Rh antigens, making it safe for all recipients"
bio-l1-067,Biology,1,What is the largest organ in the human body?,Heart,Brain,Liver,Skin,Lungs,3,This organ covers your entire body and protects you from the environment
bio-l1-068,Biology,1,What do red blood cells transport?,Oxygen,Carbon dioxide,Nutrients,Hormones,Waste,0,"These cells contain hemoglobin, which binds to this gas in the lungs"
bio-l1-069,Biology,1,What is the green pigment in plants called?,Hemoglobin,Melanin,Chlorophyll,Carotene,Keratin,2,This pigment is essential for photosynthesis and gives plants their color
bio-l1-070,Biology,1,How many chambers does the human heart have?,Two,Three,Four,Five,Six,2,Think of two upper chambers (atria) and two lower chambers (ventricles)
bio-l1-071,Biology,1,What is the function of white blood cells?,Carry oxygen,Fight infections,Clot blood,Digest food,Store energy,1,These cells are the body's primary defense against pathogens
bio-l1-072,Biology,1,Which vitamin is produced when skin is exposed to sunlight?,Vitamin A,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,3,This vitamin is crucial for bone health and calcium absorption
bio-l1-073,Biology,1,What is the powerhouse of the cell?,Nucleus,Mitochondria,Ribosome,Golgi apparatus,Lysosome,1,"This organelle produces ATP, the cell's energy currency"
bio-l1-074,Biology,1,What percentage of the human body is water?,About 30%,About 45%,About 60%,About 75%,About 90%,2,"This percentage varies with age, but averages around this value for adults"
bio-l1-075,Biology,1,What is the largest artery in the human body?,Pulmonary artery,Carotid artery,Aorta,Femoral artery,Brachial artery,2,This artery carries oxygenated blood directly from the left ventricle
bio-l1-076,Biology,1,How many pairs of chromosomes do humans have?,20,21,22,23,24,3,"Each parent contributes one chromosome to each pair, totaling 46 chromosomes"
bio-l1-077,Biology,1,What is the colored part of the eye?,Pupil,Retina,Iris,Cornea,Lens,2,This structure controls the size of the pupil and determines eye color
bio-l1-078,Biology,1,Which gas do plants absorb from the atmosphere?,Oxygen,Nitrogen,Carbon dioxide,Helium,Hydrogen,2,Plants use this gas during photosynthesis to produce glucose
bio-l1-079,Biology,1,What is the smallest bone in the human body?,Stapes,Malleus,Incus,Phalanx,Vertebra,0,This tiny bone is located in the middle ear and is part of the hearing mechanism
bio-l1-080,Biology,1,Which organ produces insulin?,Liver,Pancreas,Kidney,Spleen,Thyroid,1,This gland regulates blood sugar by producing insulin and glucagon
bio-l1-081,Biology,1,What is the basic unit of all living organisms?,Atom,Molecule,Cell,Tissue,Organ,2,Think about the smallest living structure that can perform all life functions
bio-l1-082,Biology,1,Which organ is responsible for pumping blood throughout the body?,Liver,Heart,Kidney,Lungs,Brain,1,"This muscular organ beats about 100,000 times per day"
bio-l1-083,Biology,1,What process do plants use to make food from sunlight?,Respiration,Photosynthesis,Digestion,Fermentation,Oxidation,1,This process requires chlorophyll and produces oxygen as a byproduct
bio-l1-084,Biology,1,How many bones does an adult human skeleton typically have?,186,206,226,246,266,1,Babies are born with more bones that fuse together as they grow
bio-l1-085,Biology,1,What is DNA?,A type of protein,Genetic material,An enzyme,A hormone,A vitamin,1,This double helix molecule contains the instructions for building and maintaining organisms
bio-l1-086,Biology,1,Which blood type is the universal donor?,A positive,B positive,AB positive,O negative,AB negative,3,"This blood type lacks A, B, and Rh antigens, making it safe for all recipients"
bio-l1-087,Biology,1,What is the largest organ in the human body?,Heart,Brain,Liver,Skin,Lungs,3,This organ covers your entire body and protects you from the environment
bio-l1-088,Biology,1,What do red blood cells transport?,Oxygen,Carbon dioxide,Nutrients,Hormones,Waste,0,"These cells contain hemoglobin, which binds to this gas in the lungs"
bio-l1-089,Biology,1,What is the green pigment in plants called?,Hemoglobin,Melanin,Chlorophyll,Carotene,Keratin,2,This pigment is essential for photosynthesis and gives plants their color
bio-l1-090,Biology,1,How many chambers does the human heart have?,Two,Three,Four,Five,Six,2,Think of two upper chambers (atria) and two lower chambers (ventricles)
bio-l1-091,Biology,1,What is the function of white blood cells?,Carry oxygen,Fight infections,Clot blood,Digest food,Store energy,1,These cells are the body's primary defense against pathogens
bio-l1-092,Biology,1,Which vitamin is produced when skin is exposed to sunlight?,Vitamin A,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,3,This vitamin is crucial for bone health and calcium absorption
bio-l1-093,Biology,1,What is the powerhouse of the cell?,Nucleus,Mitochondria,Ribosome,Golgi apparatus,Lysosome,1,"This organelle produces ATP, the cell's energy currency"
bio-l1-094,Biology,1,What percentage of the human body is water?,About 30%,About 45%,About 60%,About 75%,About 90%,2,"This percentage varies with age, but averages around this value for adults"
bio-l1-095,Biology,1,What is the largest artery in the human body?,Pulmonary artery,Carotid artery,Aorta,Femoral artery,Brachial artery,2,This artery carries oxygenated blood directly from the left ventricle
bio-l1-096,Biology,1,How many pairs of chromosomes do humans have?,20,21,22,23,24,3,"Each parent contributes one chromosome to each pair, totaling 46 chromosomes"
bio-l1-097,Biology,1,What is the colored part of the eye?,Pupil,Retina,Iris,Cornea,Lens,2,This structure controls the size of the pupil and determines eye color
bio-l1-098,Biology,1,Which gas do plants absorb from the atmosphere?,Oxygen,Nitrogen,Carbon dioxide,Helium,Hydrogen,2,Plants use this gas during photosynthesis to produce glucose
bio-l1-099,Biology,1,What is the smallest bone in the human body?,Stapes,Malleus,Incus,Phalanx,Vertebra,0,This tiny bone is located in the middle ear and is part of the hearing mechanism
bio-l1-100,Biology,1,Which organ produces insulin?,Liver,Pancreas,Kidney,Spleen,Thyroid,1,This gland regulates blood sugar by producing insulin and glucagon
bio-l2-001,Biology,2,What is homeostasis?,Cell division,Maintaining stable internal conditions,Protein synthesis,Energy production,DNA replication,1,"This process keeps body temperature, pH, and other factors within narrow ranges"
bio-l2-002,Biology,2,Which type of blood vessel carries blood away from the heart?,Veins,Arteries,Capillaries,Venules,Lymph vessels,1,"These vessels have thick, elastic walls to withstand high pressure"
bio-l2-003,Biology,2,What is the function of ribosomes?,DNA storage,Protein synthesis,Energy production,Waste removal,Lipid synthesis,1,These organelles translate mRNA into polypeptide chains
bio-l2-004,Biology,2,What is osmosis?,Movement of water across a membrane,Active transport of ions,Protein synthesis,Cell division,Energy production,0,This passive process moves water from high to low concentration
bio-l2-005,Biology,2,Which enzyme begins the digestion of starch?,Pepsin,Trypsin,Amylase,Lipase,Protease,2,This enzyme is found in saliva and begins breaking down carbohydrates
bio-l2-006,Biology,2,What is the process of cell division that produces gametes?,Mitosis,Meiosis,Binary fission,Budding,Fragmentation,1,This process creates sex cells with half the chromosome number
bio-l2-007,Biology,2,What is the main function of the lymphatic system?,Circulate blood,Fight infections,Produce hormones,Digest food,Control movement,1,This system drains fluid from tissues and contains immune cells
bio-l2-008,Biology,2,Which organelle is responsible for photosynthesis?,Mitochondria,Chloroplast,Nucleus,Ribosome,Golgi body,1,This double-membrane organelle contains thylakoids and chlorophyll
bio-l2-009,Biology,2,What is the difference between arteries and veins?,Color,Size,Direction of blood flow,Number,Location,2,Consider which vessels carry blood toward or away from the heart
bio-l2-010,Biology,2,What is an enzyme?,A vitamin,A biological catalyst,A hormone,A carbohydrate,A mineral,1,These proteins speed up chemical reactions without being consumed
bio-l2-011,Biology,2,What is the purpose of the circulatory system?,Break down food,Transport materials,Filter waste,Produce energy,Store nutrients,1,"This system delivers oxygen, nutrients, and hormones throughout the body"
bio-l2-012,Biology,2,What is the basic unit of the nervous system?,Neuron,Muscle fiber,Blood cell,Bone cell,Epithelial cell,0,This specialized cell transmits electrical signals using axons and dendrites
bio-l2-013,Biology,2,What is ATP?,A protein,An energy molecule,A vitamin,A hormone,An enzyme,1,Adenosine triphosphate stores energy in its phosphate bonds
bio-l2-014,Biology,2,Which blood component is responsible for clotting?,Red blood cells,White blood cells,Platelets,Plasma,Antibodies,2,These cell fragments aggregate at injury sites to stop bleeding
bio-l2-015,Biology,2,What is the function of the large intestine?,Digest proteins,Absorb water,Produce bile,Store food,Filter blood,1,This organ reabsorbs water and forms feces from undigested material
bio-l2-016,Biology,2,What type of organism can make its own food?,Heterotroph,Autotroph,Decomposer,Parasite,Scavenger,1,These organisms use photosynthesis or chemosynthesis to produce nutrients
bio-l2-017,Biology,2,What is the diaphragm?,A bone,A muscle,A valve,A membrane,A nerve,1,This dome-shaped muscle contracts to expand the lungs during breathing
bio-l2-018,Biology,2,What is the pH of normal blood?,Highly acidic (pH 3),Slightly acidic (pH 6),Neutral (pH 7),Slightly basic (pH 7.4),Highly basic (pH 10),3,Blood pH is tightly regulated between 7.35 and 7.45
bio-l2-019,Biology,2,What is the role of hemoglobin?,Fight infection,Clot blood,Carry oxygen,Digest food,Produce energy,2,This iron-containing protein in red blood cells binds oxygen reversibly
bio-l2-020,Biology,2,What is the synapse?,Part of a bone,Junction between neurons,Type of muscle,Blood vessel,Organ system,1,Neurotransmitters cross this gap to transmit signals between nerve cells
bio-l2-021,Biology,2,What is homeostasis?,Cell division,Maintaining stable internal conditions,Protein synthesis,Energy production,DNA replication,1,"This process keeps body temperature, pH, and other factors within narrow ranges"
bio-l2-022,Biology,2,Which type of blood vessel carries blood away from the heart?,Veins,Arteries,Capillaries,Venules,Lymph vessels,1,"These vessels have thick, elastic walls to withstand high pressure"
bio-l2-023,Biology,2,What is the function of ribosomes?,DNA storage,Protein synthesis,Energy production,Waste removal,Lipid synthesis,1,These organelles translate mRNA into polypeptide chains
bio-l2-024,Biology,2,What is osmosis?,Movement of water across a membrane,Active transport of ions,Protein synthesis,Cell division,Energy production,0,This passive process moves water from high to low concentration
bio-l2-025,Biology,2,Which enzyme begins the digestion of starch?,Pepsin,Trypsin,Amylase,Lipase,Protease,2,This enzyme is found in saliva and begins breaking down carbohydrates
bio-l2-026,Biology,2,What is the process of cell division that produces gametes?,Mitosis,Meiosis,Binary fission,Budding,Fragmentation,1,This process creates sex cells with half the chromosome number
bio-l2-027,Biology,2,What is the main function of the lymphatic system?,Circulate blood,Fight infections,Produce hormones,Digest food,Control movement,1,This system drains fluid from tissues and contains immune cells
bio-l2-028,Biology,2,Which organelle is responsible for photosynthesis?,Mitochondria,Chloroplast,Nucleus,Ribosome,Golgi body,1,This double-membrane organelle contains thylakoids and chlorophyll
bio-l2-029,Biology,2,What is the difference between arteries and veins?,Color,Size,Direction of blood flow,Number,Location,2,Consider which vessels carry blood toward or away from the heart
bio-l2-030,Biology,2,What is an enzyme?,A vitamin,A biological catalyst,A hormone,A carbohydrate,A mineral,1,These proteins speed up chemical reactions without being consumed
bio-l2-031,Biology,2,What is the purpose of the circulatory system?,Break down food,Transport materials,Filter waste,Produce energy,Store nutrients,1,"This system delivers oxygen, nutrients, and hormones throughout the body"
bio-l2-032,Biology,2,What is the basic unit of the nervous system?,Neuron,Muscle fiber,Blood cell,Bone cell,Epithelial cell,0,This specialized cell transmits electrical signals using axons and dendrites
bio-l2-033,Biology,2,What is ATP?,A protein,An energy molecule,A vitamin,A hormone,An enzyme,1,Adenosine triphosphate stores energy in its phosphate bonds
bio-l2-034,Biology,2,Which blood component is responsible for clotting?,Red blood cells,White blood cells,Platelets,Plasma,Antibodies,2,These cell fragments aggregate at injury sites to stop bleeding
bio-l2-035,Biology,2,What is the function of the large intestine?,Digest proteins,Absorb water,Produce bile,Store food,Filter blood,1,This organ reabsorbs water and forms feces from undigested material
bio-l2-036,Biology,2,What type of organism can make its own food?,Heterotroph,Autotroph,Decomposer,Parasite,Scavenger,1,These organisms use photosynthesis or chemosynthesis to produce nutrients
bio-l2-037,Biology,2,What is the diaphragm?,A bone,A muscle,A valve,A membrane,A nerve,1,This dome-shaped muscle contracts to expand the lungs during breathing
bio-l2-038,Biology,2,What is the pH of normal blood?,Highly acidic (pH 3),Slightly acidic (pH 6),Neutral (pH 7),Slightly basic (pH 7.4),Highly basic (pH 10),3,Blood pH is tightly regulated between 7.35 and 7.45
bio-l2-039,Biology,2,What is the role of hemoglobin?,Fight infection,Clot blood,Carry oxygen,Digest food,Produce energy,2,This iron-containing protein in red blood cells binds oxygen reversibly
bio-l2-040,Biology,2,What is the synapse?,Part of a bone,Junction between neurons,Type of muscle,Blood vessel,Organ system,1,Neurotransmitters cross this gap to transmit signals between nerve cells
bio-l2-041,Biology,2,What is homeostasis?,Cell division,Maintaining stable internal conditions,Protein synthesis,Energy production,DNA replication,1,"This process keeps body temperature, pH, and other factors within narrow ranges"
bio-l2-042,Biology,2,Which type of blood vessel carries blood away from the heart?,Veins,Arteries,Capillaries,Venules,Lymph vessels,1,"These vessels have thick, elastic walls to withstand high pressure"
bio-l2-043,Biology,2,What is the function of ribosomes?,DNA storage,Protein synthesis,Energy production,Waste removal,Lipid synthesis,1,These organelles translate mRNA into polypeptide chains
bio-l2-044,Biology,2,What is osmosis?,Movement of water across a membrane,Active transport of ions,Protein synthesis,Cell division,Energy production,0,This passive process moves water from high to low concentration
bio-l2-045,Biology,2,Which enzyme begins the digestion of starch?,Pepsin,Trypsin,Amylase,Lipase,Protease,2,This enzyme is found in saliva and begins breaking down carbohydrates
bio-l2-046,Biology,2,What is the process of cell division that produces gametes?,Mitosis,Meiosis,Binary fission,Budding,Fragmentation,1,This process creates sex cells with half the chromosome number
bio-l2-047,Biology,2,What is the main function of the lymphatic system?,Circulate blood,Fight infections,Produce hormones,Digest food,Control movement,1,This system drains fluid from tissues and contains immune cells
bio-l2-048,Biology,2,Which organelle is responsible for photosynthesis?,Mitochondria,Chloroplast,Nucleus,Ribosome,Golgi body,1,This double-membrane organelle contains thylakoids and chlorophyll
bio-l2-049,Biology,2,What is the difference between arteries and veins?,Color,Size,Direction of blood flow,Number,Location,2,Consider which vessels carry blood toward or away from the heart
bio-l2-050,Biology,2,What is an enzyme?,A vitamin,A biological catalyst,A hormone,A carbohydrate,A mineral,1,These proteins speed up chemical reactions without being consumed
bio-l2-051,Biology,2,What is the purpose of the circulatory system?,Break down food,Transport materials,Filter waste,Produce energy,Store nutrients,1,"This system delivers oxygen, nutrients, and hormones throughout the body"
bio-l2-052,Biology,2,What is the basic unit of the nervous system?,Neuron,Muscle fiber,Blood cell,Bone cell,Epithelial cell,0,This specialized cell transmits electrical signals using axons and dendrites
bio-l2-053,Biology,2,What is ATP?,A protein,An energy molecule,A vitamin,A hormone,An enzyme,1,Adenosine triphosphate stores energy in its phosphate bonds
bio-l2-054,Biology,2,Which blood component is responsible for clotting?,Red blood cells,White blood cells,Platelets,Plasma,Antibodies,2,These cell fragments aggregate at injury sites to stop bleeding
bio-l2-055,Biology,2,What is the function of the large intestine?,Digest proteins,Absorb water,Produce bile,Store food,Filter blood,1,This organ reabsorbs water and forms feces from undigested material
bio-l2-056,Biology,2,What type of organism can make its own food?,Heterotroph,Autotroph,Decomposer,Parasite,Scavenger,1,These organisms use photosynthesis or chemosynthesis to produce nutrients
bio-l2-057,Biology,2,What is the diaphragm?,A bone,A muscle,A valve,A membrane,A nerve,1,This dome-shaped muscle contracts to expand the lungs during breathing
bio-l2-058,Biology,2,What is the pH of normal blood?,Highly acidic (pH 3),Slightly acidic (pH 6),Neutral (pH 7),Slightly basic (pH 7.4),Highly basic (pH 10),3,Blood pH is tightly regulated between 7.35 and 7.45
bio-l2-059,Biology,2,What is the role of hemoglobin?,Fight infection,Clot blood,Carry oxygen,Digest food,Produce energy,2,This iron-containing protein in red blood cells binds oxygen reversibly
bio-l2-060,Biology,2,What is the synapse?,Part of a bone,Junction between neurons,Type of muscle,Blood vessel,Organ system,1,Neurotransmitters cross this gap to transmit signals between nerve cells
bio-l2-061,Biology,2,What is homeostasis?,Cell division,Maintaining stable internal conditions,Protein synthesis,Energy production,DNA replication,1,"This process keeps body temperature, pH, and other factors within narrow ranges"
bio-l2-062,Biology,2,Which type of blood vessel carries blood away from the heart?,Veins,Arteries,Capillaries,Venules,Lymph vessels,1,"These vessels have thick, elastic walls to withstand high pressure"
bio-l2-063,Biology,2,What is the function of ribosomes?,DNA storage,Protein synthesis,Energy production,Waste removal,Lipid synthesis,1,These organelles translate mRNA into polypeptide chains
bio-l2-064,Biology,2,What is osmosis?,Movement of water across a membrane,Active transport of ions,Protein synthesis,Cell division,Energy production,0,This passive process moves water from high to low concentration
bio-l2-065,Biology,2,Which enzyme begins the digestion of starch?,Pepsin,Trypsin,Amylase,Lipase,Protease,2,This enzyme is found in saliva and begins breaking down carbohydrates
bio-l2-066,Biology,2,What is the process of cell division that produces gametes?,Mitosis,Meiosis,Binary fission,Budding,Fragmentation,1,This process creates sex cells with half the chromosome number
bio-l2-067,Biology,2,What is the main function of the lymphatic system?,Circulate blood,Fight infections,Produce hormones,Digest food,Control movement,1,This system drains fluid from tissues and contains immune cells
bio-l2-068,Biology,2,Which organelle is responsible for photosynthesis?,Mitochondria,Chloroplast,Nucleus,Ribosome,Golgi body,1,This double-membrane organelle contains thylakoids and chlorophyll
bio-l2-069,Biology,2,What is the difference between arteries and veins?,Color,Size,Direction of blood flow,Number,Location,2,Consider which vessels carry blood toward or away from the heart
bio-l2-070,Biology,2,What is an enzyme?,A vitamin,A biological catalyst,A hormone,A carbohydrate,A mineral,1,These proteins speed up chemical reactions without being consumed
bio-l2-071,Biology,2,What is the purpose of the circulatory system?,Break down food,Transport materials,Filter waste,Produce energy,Store nutrients,1,"This system delivers oxygen, nutrients, and hormones throughout the body"
bio-l2-072,Biology,2,What is the basic unit of the nervous system?,Neuron,Muscle fiber,Blood cell,Bone cell,Epithelial cell,0,This specialized cell transmits electrical signals using axons and dendrites
bio-l2-073,Biology,2,What is ATP?,A protein,An energy molecule,A vitamin,A hormone,An enzyme,1,Adenosine triphosphate stores energy in its phosphate bonds
