id,category,level,text,answer1,answer2,answer3,answer4,answer5,correctAnswerIndex,hint
bio-l1-0013,Biology,1,RNA is characterized by what?,Size,Genetic messenger,Color,Shape,Weight,1,RNA: ribonucleic acid translating DNA to proteins
bio-l1-0014,Biology,1,"In Biology, RNA refers to what?",Process A,Ribonucleic acid translating dna to proteins,Process B,Process C,Process D,1,RNA: ribonucleic acid translating DNA to proteins
bio-l1-0015,Biology,1,What best defines RNA?,Definition A,Genetic messenger,Definition B,Definition C,Definition D,1,RNA: ribonucleic acid translating DNA to proteins
bio-l1-0016,Biology,1,The primary function of RNA is what?,Function A,Ribonucleic acid translating dna to proteins,Function B,Function C,Function D,1,RNA: ribonucleic acid translating DNA to proteins
bio-l1-0017,Biology,1,RNA can be classified as what?,Type A,Genetic messenger,Type B,Type C,Type D,1,RNA: ribonucleic acid translating DNA to proteins
bio-l1-0018,Biology,1,Which statement about RNA is correct?,Statement A,Ribonucleic acid translating dna to proteins,Statement B,Statement C,Statement D,1,RNA: ribonucleic acid translating DNA to proteins
bio-l1-0019,Biology,1,What is the role of RNA?,Role A,Genetic messenger,Role B,Role C,Role D,1,RNA: ribonucleic acid translating DNA to proteins
bio-l1-0020,Biology,1,RNA is important because it does what?,Reason A,Ribonucleic acid translating dna to proteins,Reason B,Reason C,Reason D,1,RNA: ribonucleic acid translating DNA to proteins
bio-l1-0021,Biology,1,What is Mitochondria?,A theory,Powerhouse of cell,A law,A hypothesis,A principle,1,Mitochondria: organelle producing ATP energy through respiration
bio-l1-0022,Biology,1,How is Mitochondria best described?,As theory,Organelle producing atp energy through respiration,As law,As rule,As axiom,1,Mitochondria: organelle producing ATP energy through respiration
bio-l1-0023,Biology,1,Mitochondria is characterized by what?,Size,Powerhouse of cell,Color,Shape,Weight,1,Mitochondria: organelle producing ATP energy through respiration
bio-l1-0024,Biology,1,"In Biology, Mitochondria refers to what?",Process A,Organelle producing atp energy through respiration,Process B,Process C,Process D,1,Mitochondria: organelle producing ATP energy through respiration
bio-l1-0025,Biology,1,What best defines Mitochondria?,Definition A,Powerhouse of cell,Definition B,Definition C,Definition D,1,Mitochondria: organelle producing ATP energy through respiration
bio-l1-0026,Biology,1,The primary function of Mitochondria is what?,Function A,Organelle producing atp energy through respiration,Function B,Function C,Function D,1,Mitochondria: organelle producing ATP energy through respiration
bio-l1-0027,Biology,1,Mitochondria can be classified as what?,Type A,Powerhouse of cell,Type B,Type C,Type D,1,Mitochondria: organelle producing ATP energy through respiration
bio-l1-0028,Biology,1,Which statement about Mitochondria is correct?,Statement A,Organelle producing atp energy through respiration,Statement B,Statement C,Statement D,1,Mitochondria: organelle producing ATP energy through respiration
bio-l1-0029,Biology,1,What is the role of Mitochondria?,Role A,Powerhouse of cell,Role B,Role C,Role D,1,Mitochondria: organelle producing ATP energy through respiration
bio-l1-0030,Biology,1,Mitochondria is important because it does what?,Reason A,Organelle producing atp energy through respiration,Reason B,Reason C,Reason D,1,Mitochondria: organelle producing ATP energy through respiration
bio-l1-0031,Biology,1,What is Chloroplast?,A theory,Plant energy converter,A law,A hypothesis,A principle,1,Chloroplast: organelle conducting photosynthesis in plants
bio-l1-0032,Biology,1,How is Chloroplast best described?,As theory,Organelle conducting photosynthesis in plants,As law,As rule,As axiom,1,Chloroplast: organelle conducting photosynthesis in plants
bio-l1-0033,Biology,1,Chloroplast is characterized by what?,Size,Plant energy converter,Color,Shape,Weight,1,Chloroplast: organelle conducting photosynthesis in plants
bio-l1-0034,Biology,1,"In Biology, Chloroplast refers to what?",Process A,Organelle conducting photosynthesis in plants,Process B,Process C,Process D,1,Chloroplast: organelle conducting photosynthesis in plants
bio-l1-0035,Biology,1,What best defines Chloroplast?,Definition A,Plant energy converter,Definition B,Definition C,Definition D,1,Chloroplast: organelle conducting photosynthesis in plants
bio-l1-0036,Biology,1,The primary function of Chloroplast is what?,Function A,Organelle conducting photosynthesis in plants,Function B,Function C,Function D,1,Chloroplast: organelle conducting photosynthesis in plants
bio-l1-0037,Biology,1,Chloroplast can be classified as what?,Type A,Plant energy converter,Type B,Type C,Type D,1,Chloroplast: organelle conducting photosynthesis in plants
bio-l1-0038,Biology,1,Which statement about Chloroplast is correct?,Statement A,Organelle conducting photosynthesis in plants,Statement B,Statement C,Statement D,1,Chloroplast: organelle conducting photosynthesis in plants
bio-l1-0039,Biology,1,What is the role of Chloroplast?,Role A,Plant energy converter,Role B,Role C,Role D,1,Chloroplast: organelle conducting photosynthesis in plants
bio-l1-0040,Biology,1,Chloroplast is important because it does what?,Reason A,Organelle conducting photosynthesis in plants,Reason B,Reason C,Reason D,1,Chloroplast: organelle conducting photosynthesis in plants
bio-l1-0041,Biology,1,What is Cell membrane?,A theory,Selective barrier,A law,A hypothesis,A principle,1,Cell membrane: lipid bilayer controlling substance entry/exit
bio-l1-0042,Biology,1,How is Cell membrane best described?,As theory,Lipid bilayer controlling substance entry/exit,As law,As rule,As axiom,1,Cell membrane: lipid bilayer controlling substance entry/exit
bio-l1-0043,Biology,1,Cell membrane is characterized by what?,Size,Selective barrier,Color,Shape,Weight,1,Cell membrane: lipid bilayer controlling substance entry/exit
bio-l1-0044,Biology,1,"In Biology, Cell membrane refers to what?",Process A,Lipid bilayer controlling substance entry/exit,Process B,Process C,Process D,1,Cell membrane: lipid bilayer controlling substance entry/exit
bio-l1-0045,Biology,1,What best defines Cell membrane?,Definition A,Selective barrier,Definition B,Definition C,Definition D,1,Cell membrane: lipid bilayer controlling substance entry/exit
bio-l1-0046,Biology,1,The primary function of Cell membrane is what?,Function A,Lipid bilayer controlling substance entry/exit,Function B,Function C,Function D,1,Cell membrane: lipid bilayer controlling substance entry/exit
bio-l1-0047,Biology,1,Cell membrane can be classified as what?,Type A,Selective barrier,Type B,Type C,Type D,1,Cell membrane: lipid bilayer controlling substance entry/exit
bio-l1-0048,Biology,1,Which statement about Cell membrane is correct?,Statement A,Lipid bilayer controlling substance entry/exit,Statement B,Statement C,Statement D,1,Cell membrane: lipid bilayer controlling substance entry/exit
bio-l1-0049,Biology,1,What is the role of Cell membrane?,Role A,Selective barrier,Role B,Role C,Role D,1,Cell membrane: lipid bilayer controlling substance entry/exit
bio-l1-0050,Biology,1,Cell membrane is important because it does what?,Reason A,Lipid bilayer controlling substance entry/exit,Reason B,Reason C,Reason D,1,Cell membrane: lipid bilayer controlling substance entry/exit
bio-l1-0051,Biology,1,What is Nucleus?,A theory,Cell control center,A law,A hypothesis,A principle,1,Nucleus: organelle containing genetic material
bio-l1-0052,Biology,1,How is Nucleus best described?,As theory,Organelle containing genetic material,As law,As rule,As axiom,1,Nucleus: organelle containing genetic material
bio-l1-0053,Biology,1,Nucleus is characterized by what?,Size,Cell control center,Color,Shape,Weight,1,Nucleus: organelle containing genetic material
bio-l1-0054,Biology,1,"In Biology, Nucleus refers to what?",Process A,Organelle containing genetic material,Process B,Process C,Process D,1,Nucleus: organelle containing genetic material
bio-l1-0055,Biology,1,What best defines Nucleus?,Definition A,Cell control center,Definition B,Definition C,Definition D,1,Nucleus: organelle containing genetic material
bio-l1-0056,Biology,1,The primary function of Nucleus is what?,Function A,Organelle containing genetic material,Function B,Function C,Function D,1,Nucleus: organelle containing genetic material
bio-l1-0057,Biology,1,Nucleus can be classified as what?,Type A,Cell control center,Type B,Type C,Type D,1,Nucleus: organelle containing genetic material
bio-l1-0058,Biology,1,Which statement about Nucleus is correct?,Statement A,Organelle containing genetic material,Statement B,Statement C,Statement D,1,Nucleus: organelle containing genetic material
bio-l1-0059,Biology,1,What is the role of Nucleus?,Role A,Cell control center,Role B,Role C,Role D,1,Nucleus: organelle containing genetic material
bio-l1-0060,Biology,1,Nucleus is important because it does what?,Reason A,Organelle containing genetic material,Reason B,Reason C,Reason D,1,Nucleus: organelle containing genetic material
bio-l1-0061,Biology,1,What is Ribosome?,A theory,Protein factory,A law,A hypothesis,A principle,1,Ribosome: cellular structure synthesizing proteins
bio-l1-0062,Biology,1,How is Ribosome best described?,As theory,Cellular structure synthesizing proteins,As law,As rule,As axiom,1,Ribosome: cellular structure synthesizing proteins
bio-l1-0063,Biology,1,Ribosome is characterized by what?,Size,Protein factory,Color,Shape,Weight,1,Ribosome: cellular structure synthesizing proteins
bio-l1-0064,Biology,1,"In Biology, Ribosome refers to what?",Process A,Cellular structure synthesizing proteins,Process B,Process C,Process D,1,Ribosome: cellular structure synthesizing proteins
bio-l1-0065,Biology,1,What best defines Ribosome?,Definition A,Protein factory,Definition B,Definition C,Definition D,1,Ribosome: cellular structure synthesizing proteins
bio-l1-0066,Biology,1,The primary function of Ribosome is what?,Function A,Cellular structure synthesizing proteins,Function B,Function C,Function D,1,Ribosome: cellular structure synthesizing proteins
bio-l1-0067,Biology,1,Ribosome can be classified as what?,Type A,Protein factory,Type B,Type C,Type D,1,Ribosome: cellular structure synthesizing proteins
bio-l1-0068,Biology,1,Which statement about Ribosome is correct?,Statement A,Cellular structure synthesizing proteins,Statement B,Statement C,Statement D,1,Ribosome: cellular structure synthesizing proteins
bio-l1-0069,Biology,1,What is the role of Ribosome?,Role A,Protein factory,Role B,Role C,Role D,1,Ribosome: cellular structure synthesizing proteins
bio-l1-0070,Biology,1,Ribosome is important because it does what?,Reason A,Cellular structure synthesizing proteins,Reason B,Reason C,Reason D,1,Ribosome: cellular structure synthesizing proteins
bio-l1-0071,Biology,1,What is Endoplasmic reticulum?,A theory,Protein transporter,A law,A hypothesis,A principle,1,Endoplasmic reticulum: network transporting proteins through cell
bio-l1-0072,Biology,1,How is Endoplasmic reticulum best described?,As theory,Network transporting proteins through cell,As law,As rule,As axiom,1,Endoplasmic reticulum: network transporting proteins through cell
bio-l1-0073,Biology,1,Endoplasmic reticulum is characterized by what?,Size,Protein transporter,Color,Shape,Weight,1,Endoplasmic reticulum: network transporting proteins through cell
bio-l1-0074,Biology,1,"In Biology, Endoplasmic reticulum refers to what?",Process A,Network transporting proteins through cell,Process B,Process C,Process D,1,Endoplasmic reticulum: network transporting proteins through cell
bio-l1-0075,Biology,1,What best defines Endoplasmic reticulum?,Definition A,Protein transporter,Definition B,Definition C,Definition D,1,Endoplasmic reticulum: network transporting proteins through cell
bio-l1-0076,Biology,1,The primary function of Endoplasmic reticulum is what?,Function A,Network transporting proteins through cell,Function B,Function C,Function D,1,Endoplasmic reticulum: network transporting proteins through cell
bio-l1-0077,Biology,1,Endoplasmic reticulum can be classified as what?,Type A,Protein transporter,Type B,Type C,Type D,1,Endoplasmic reticulum: network transporting proteins through cell
bio-l1-0078,Biology,1,Which statement about Endoplasmic reticulum is correct?,Statement A,Network transporting proteins through cell,Statement B,Statement C,Statement D,1,Endoplasmic reticulum: network transporting proteins through cell
bio-l1-0079,Biology,1,What is the role of Endoplasmic reticulum?,Role A,Protein transporter,Role B,Role C,Role D,1,Endoplasmic reticulum: network transporting proteins through cell
bio-l1-0080,Biology,1,Endoplasmic reticulum is important because it does what?,Reason A,Network transporting proteins through cell,Reason B,Reason C,Reason D,1,Endoplasmic reticulum: network transporting proteins through cell
bio-l1-0081,Biology,1,What is Golgi apparatus?,A theory,Protein packager,A law,A hypothesis,A principle,1,Golgi apparatus: organelle modifying and packaging proteins
bio-l1-0082,Biology,1,How is Golgi apparatus best described?,As theory,Organelle modifying and packaging proteins,As law,As rule,As axiom,1,Golgi apparatus: organelle modifying and packaging proteins
bio-l1-0083,Biology,1,Golgi apparatus is characterized by what?,Size,Protein packager,Color,Shape,Weight,1,Golgi apparatus: organelle modifying and packaging proteins
bio-l1-0084,Biology,1,"In Biology, Golgi apparatus refers to what?",Process A,Organelle modifying and packaging proteins,Process B,Process C,Process D,1,Golgi apparatus: organelle modifying and packaging proteins
bio-l1-0085,Biology,1,What best defines Golgi apparatus?,Definition A,Protein packager,Definition B,Definition C,Definition D,1,Golgi apparatus: organelle modifying and packaging proteins
bio-l1-0086,Biology,1,The primary function of Golgi apparatus is what?,Function A,Organelle modifying and packaging proteins,Function B,Function C,Function D,1,Golgi apparatus: organelle modifying and packaging proteins
bio-l1-0087,Biology,1,Golgi apparatus can be classified as what?,Type A,Protein packager,Type B,Type C,Type D,1,Golgi apparatus: organelle modifying and packaging proteins
bio-l1-0088,Biology,1,Which statement about Golgi apparatus is correct?,Statement A,Organelle modifying and packaging proteins,Statement B,Statement C,Statement D,1,Golgi apparatus: organelle modifying and packaging proteins
bio-l1-0089,Biology,1,What is the role of Golgi apparatus?,Role A,Protein packager,Role B,Role C,Role D,1,Golgi apparatus: organelle modifying and packaging proteins
bio-l1-0090,Biology,1,Golgi apparatus is important because it does what?,Reason A,Organelle modifying and packaging proteins,Reason B,Reason C,Reason D,1,Golgi apparatus: organelle modifying and packaging proteins
bio-l1-0091,Biology,1,What is Lysosome?,A theory,Cellular recycler,A law,A hypothesis,A principle,1,Lysosome: organelle breaking down waste materials
bio-l1-0092,Biology,1,How is Lysosome best described?,As theory,Organelle breaking down waste materials,As law,As rule,As axiom,1,Lysosome: organelle breaking down waste materials
bio-l1-0093,Biology,1,Lysosome is characterized by what?,Size,Cellular recycler,Color,Shape,Weight,1,Lysosome: organelle breaking down waste materials
bio-l1-0094,Biology,1,"In Biology, Lysosome refers to what?",Process A,Organelle breaking down waste materials,Process B,Process C,Process D,1,Lysosome: organelle breaking down waste materials
bio-l1-0095,Biology,1,What best defines Lysosome?,Definition A,Cellular recycler,Definition B,Definition C,Definition D,1,Lysosome: organelle breaking down waste materials
bio-l1-0096,Biology,1,The primary function of Lysosome is what?,Function A,Organelle breaking down waste materials,Function B,Function C,Function D,1,Lysosome: organelle breaking down waste materials
bio-l1-0097,Biology,1,Lysosome can be classified as what?,Type A,Cellular recycler,Type B,Type C,Type D,1,Lysosome: organelle breaking down waste materials
bio-l1-0098,Biology,1,Which statement about Lysosome is correct?,Statement A,Organelle breaking down waste materials,Statement B,Statement C,Statement D,1,Lysosome: organelle breaking down waste materials
bio-l1-0099,Biology,1,What is the role of Lysosome?,Role A,Cellular recycler,Role B,Role C,Role D,1,Lysosome: organelle breaking down waste materials
bio-l1-0100,Biology,1,Lysosome is important because it does what?,Reason A,Organelle breaking down waste materials,Reason B,Reason C,Reason D,1,Lysosome: organelle breaking down waste materials
bio-l1-0101,Biology,1,What is Cytoplasm?,A theory,Cell filling,A law,A hypothesis,A principle,1,Cytoplasm: jelly-like substance inside cells
bio-l1-0102,Biology,1,How is Cytoplasm best described?,As theory,Jelly-like substance inside cells,As law,As rule,As axiom,1,Cytoplasm: jelly-like substance inside cells
bio-l1-0103,Biology,1,Cytoplasm is characterized by what?,Size,Cell filling,Color,Shape,Weight,1,Cytoplasm: jelly-like substance inside cells
bio-l1-0104,Biology,1,"In Biology, Cytoplasm refers to what?",Process A,Jelly-like substance inside cells,Process B,Process C,Process D,1,Cytoplasm: jelly-like substance inside cells
bio-l1-0105,Biology,1,What best defines Cytoplasm?,Definition A,Cell filling,Definition B,Definition C,Definition D,1,Cytoplasm: jelly-like substance inside cells
bio-l1-0106,Biology,1,The primary function of Cytoplasm is what?,Function A,Jelly-like substance inside cells,Function B,Function C,Function D,1,Cytoplasm: jelly-like substance inside cells
bio-l1-0107,Biology,1,Cytoplasm can be classified as what?,Type A,Cell filling,Type B,Type C,Type D,1,Cytoplasm: jelly-like substance inside cells
bio-l1-0108,Biology,1,Which statement about Cytoplasm is correct?,Statement A,Jelly-like substance inside cells,Statement B,Statement C,Statement D,1,Cytoplasm: jelly-like substance inside cells
bio-l1-0109,Biology,1,What is the role of Cytoplasm?,Role A,Cell filling,Role B,Role C,Role D,1,Cytoplasm: jelly-like substance inside cells
bio-l1-0110,Biology,1,Cytoplasm is important because it does what?,Reason A,Jelly-like substance inside cells,Reason B,Reason C,Reason D,1,Cytoplasm: jelly-like substance inside cells
bio-l1-0111,Biology,1,What is Vacuole?,A theory,Storage organelle,A law,A hypothesis,A principle,1,Vacuole: sac storing water and nutrients
bio-l1-0112,Biology,1,How is Vacuole best described?,As theory,Sac storing water and nutrients,As law,As rule,As axiom,1,Vacuole: sac storing water and nutrients
bio-l1-0113,Biology,1,Vacuole is characterized by what?,Size,Storage organelle,Color,Shape,Weight,1,Vacuole: sac storing water and nutrients
bio-l1-0114,Biology,1,"In Biology, Vacuole refers to what?",Process A,Sac storing water and nutrients,Process B,Process C,Process D,1,Vacuole: sac storing water and nutrients
bio-l1-0115,Biology,1,What best defines Vacuole?,Definition A,Storage organelle,Definition B,Definition C,Definition D,1,Vacuole: sac storing water and nutrients
bio-l1-0116,Biology,1,The primary function of Vacuole is what?,Function A,Sac storing water and nutrients,Function B,Function C,Function D,1,Vacuole: sac storing water and nutrients
bio-l1-0117,Biology,1,Vacuole can be classified as what?,Type A,Storage organelle,Type B,Type C,Type D,1,Vacuole: sac storing water and nutrients
bio-l1-0118,Biology,1,Which statement about Vacuole is correct?,Statement A,Sac storing water and nutrients,Statement B,Statement C,Statement D,1,Vacuole: sac storing water and nutrients
bio-l1-0119,Biology,1,What is the role of Vacuole?,Role A,Storage organelle,Role B,Role C,Role D,1,Vacuole: sac storing water and nutrients
bio-l1-0120,Biology,1,Vacuole is important because it does what?,Reason A,Sac storing water and nutrients,Reason B,Reason C,Reason D,1,Vacuole: sac storing water and nutrients
bio-l1-0121,Biology,1,What is Photosynthesis?,A theory,Light energy conversion,A law,A hypothesis,A principle,1,Photosynthesis: process converting sunlight to glucose
bio-l1-0122,Biology,1,How is Photosynthesis best described?,As theory,Process converting sunlight to glucose,As law,As rule,As axiom,1,Photosynthesis: process converting sunlight to glucose
bio-l1-0123,Biology,1,Photosynthesis is characterized by what?,Size,Light energy conversion,Color,Shape,Weight,1,Photosynthesis: process converting sunlight to glucose
bio-l1-0124,Biology,1,"In Biology, Photosynthesis refers to what?",Process A,Process converting sunlight to glucose,Process B,Process C,Process D,1,Photosynthesis: process converting sunlight to glucose
bio-l1-0125,Biology,1,What best defines Photosynthesis?,Definition A,Light energy conversion,Definition B,Definition C,Definition D,1,Photosynthesis: process converting sunlight to glucose
bio-l1-0126,Biology,1,The primary function of Photosynthesis is what?,Function A,Process converting sunlight to glucose,Function B,Function C,Function D,1,Photosynthesis: process converting sunlight to glucose
bio-l1-0127,Biology,1,Photosynthesis can be classified as what?,Type A,Light energy conversion,Type B,Type C,Type D,1,Photosynthesis: process converting sunlight to glucose
bio-l1-0128,Biology,1,Which statement about Photosynthesis is correct?,Statement A,Process converting sunlight to glucose,Statement B,Statement C,Statement D,1,Photosynthesis: process converting sunlight to glucose
bio-l1-0129,Biology,1,What is the role of Photosynthesis?,Role A,Light energy conversion,Role B,Role C,Role D,1,Photosynthesis: process converting sunlight to glucose
bio-l1-0130,Biology,1,Photosynthesis is important because it does what?,Reason A,Process converting sunlight to glucose,Reason B,Reason C,Reason D,1,Photosynthesis: process converting sunlight to glucose
bio-l1-0131,Biology,1,What is Cellular respiration?,A theory,Energy release,A law,A hypothesis,A principle,1,Cellular respiration: process releasing energy from glucose
bio-l1-0132,Biology,1,How is Cellular respiration best described?,As theory,Process releasing energy from glucose,As law,As rule,As axiom,1,Cellular respiration: process releasing energy from glucose
bio-l1-0133,Biology,1,Cellular respiration is characterized by what?,Size,Energy release,Color,Shape,Weight,1,Cellular respiration: process releasing energy from glucose
bio-l1-0134,Biology,1,"In Biology, Cellular respiration refers to what?",Process A,Process releasing energy from glucose,Process B,Process C,Process D,1,Cellular respiration: process releasing energy from glucose
bio-l1-0135,Biology,1,What best defines Cellular respiration?,Definition A,Energy release,Definition B,Definition C,Definition D,1,Cellular respiration: process releasing energy from glucose
bio-l1-0136,Biology,1,The primary function of Cellular respiration is what?,Function A,Process releasing energy from glucose,Function B,Function C,Function D,1,Cellular respiration: process releasing energy from glucose
bio-l1-0137,Biology,1,Cellular respiration can be classified as what?,Type A,Energy release,Type B,Type C,Type D,1,Cellular respiration: process releasing energy from glucose
bio-l1-0138,Biology,1,Which statement about Cellular respiration is correct?,Statement A,Process releasing energy from glucose,Statement B,Statement C,Statement D,1,Cellular respiration: process releasing energy from glucose
bio-l1-0139,Biology,1,What is the role of Cellular respiration?,Role A,Energy release,Role B,Role C,Role D,1,Cellular respiration: process releasing energy from glucose
bio-l1-0140,Biology,1,Cellular respiration is important because it does what?,Reason A,Process releasing energy from glucose,Reason B,Reason C,Reason D,1,Cellular respiration: process releasing energy from glucose
bio-l1-0141,Biology,1,What is Osmosis?,A theory,Water movement,A law,A hypothesis,A principle,1,Osmosis: diffusion of water across membrane
bio-l1-0142,Biology,1,How is Osmosis best described?,As theory,Diffusion of water across membrane,As law,As rule,As axiom,1,Osmosis: diffusion of water across membrane
bio-l1-0143,Biology,1,Osmosis is characterized by what?,Size,Water movement,Color,Shape,Weight,1,Osmosis: diffusion of water across membrane
bio-l1-0144,Biology,1,"In Biology, Osmosis refers to what?",Process A,Diffusion of water across membrane,Process B,Process C,Process D,1,Osmosis: diffusion of water across membrane
bio-l1-0145,Biology,1,What best defines Osmosis?,Definition A,Water movement,Definition B,Definition C,Definition D,1,Osmosis: diffusion of water across membrane
bio-l1-0146,Biology,1,The primary function of Osmosis is what?,Function A,Diffusion of water across membrane,Function B,Function C,Function D,1,Osmosis: diffusion of water across membrane
bio-l1-0147,Biology,1,Osmosis can be classified as what?,Type A,Water movement,Type B,Type C,Type D,1,Osmosis: diffusion of water across membrane
bio-l1-0148,Biology,1,Which statement about Osmosis is correct?,Statement A,Diffusion of water across membrane,Statement B,Statement C,Statement D,1,Osmosis: diffusion of water across membrane
bio-l1-0149,Biology,1,What is the role of Osmosis?,Role A,Water movement,Role B,Role C,Role D,1,Osmosis: diffusion of water across membrane
bio-l1-0150,Biology,1,Osmosis is important because it does what?,Reason A,Diffusion of water across membrane,Reason B,Reason C,Reason D,1,Osmosis: diffusion of water across membrane
bio-l1-0151,Biology,1,What is Diffusion?,A theory,Particle spreading,A law,A hypothesis,A principle,1,Diffusion: movement from high to low concentration
bio-l1-0152,Biology,1,How is Diffusion best described?,As theory,Movement from high to low concentration,As law,As rule,As axiom,1,Diffusion: movement from high to low concentration
bio-l1-0153,Biology,1,Diffusion is characterized by what?,Size,Particle spreading,Color,Shape,Weight,1,Diffusion: movement from high to low concentration
bio-l1-0154,Biology,1,"In Biology, Diffusion refers to what?",Process A,Movement from high to low concentration,Process B,Process C,Process D,1,Diffusion: movement from high to low concentration
bio-l1-0155,Biology,1,What best defines Diffusion?,Definition A,Particle spreading,Definition B,Definition C,Definition D,1,Diffusion: movement from high to low concentration
bio-l1-0156,Biology,1,The primary function of Diffusion is what?,Function A,Movement from high to low concentration,Function B,Function C,Function D,1,Diffusion: movement from high to low concentration
bio-l1-0157,Biology,1,Diffusion can be classified as what?,Type A,Particle spreading,Type B,Type C,Type D,1,Diffusion: movement from high to low concentration
bio-l1-0158,Biology,1,Which statement about Diffusion is correct?,Statement A,Movement from high to low concentration,Statement B,Statement C,Statement D,1,Diffusion: movement from high to low concentration
bio-l1-0159,Biology,1,What is the role of Diffusion?,Role A,Particle spreading,Role B,Role C,Role D,1,Diffusion: movement from high to low concentration
bio-l1-0160,Biology,1,Diffusion is important because it does what?,Reason A,Movement from high to low concentration,Reason B,Reason C,Reason D,1,Diffusion: movement from high to low concentration
bio-l1-0161,Biology,1,What is Enzyme?,A theory,Biological catalyst,A law,A hypothesis,A principle,1,Enzyme: protein speeding up chemical reactions
bio-l1-0162,Biology,1,How is Enzyme best described?,As theory,Protein speeding up chemical reactions,As law,As rule,As axiom,1,Enzyme: protein speeding up chemical reactions
bio-l1-0163,Biology,1,Enzyme is characterized by what?,Size,Biological catalyst,Color,Shape,Weight,1,Enzyme: protein speeding up chemical reactions
bio-l1-0164,Biology,1,"In Biology, Enzyme refers to what?",Process A,Protein speeding up chemical reactions,Process B,Process C,Process D,1,Enzyme: protein speeding up chemical reactions
bio-l1-0165,Biology,1,What best defines Enzyme?,Definition A,Biological catalyst,Definition B,Definition C,Definition D,1,Enzyme: protein speeding up chemical reactions
bio-l1-0166,Biology,1,The primary function of Enzyme is what?,Function A,Protein speeding up chemical reactions,Function B,Function C,Function D,1,Enzyme: protein speeding up chemical reactions
bio-l1-0167,Biology,1,Enzyme can be classified as what?,Type A,Biological catalyst,Type B,Type C,Type D,1,Enzyme: protein speeding up chemical reactions
bio-l1-0168,Biology,1,Which statement about Enzyme is correct?,Statement A,Protein speeding up chemical reactions,Statement B,Statement C,Statement D,1,Enzyme: protein speeding up chemical reactions
bio-l1-0169,Biology,1,What is the role of Enzyme?,Role A,Biological catalyst,Role B,Role C,Role D,1,Enzyme: protein speeding up chemical reactions
bio-l1-0170,Biology,1,Enzyme is important because it does what?,Reason A,Protein speeding up chemical reactions,Reason B,Reason C,Reason D,1,Enzyme: protein speeding up chemical reactions
bio-l1-0171,Biology,1,What is Chromosome?,A theory,Dna package,A law,A hypothesis,A principle,1,Chromosome: condensed structure of DNA and proteins
bio-l1-0172,Biology,1,How is Chromosome best described?,As theory,Condensed structure of dna and proteins,As law,As rule,As axiom,1,Chromosome: condensed structure of DNA and proteins
bio-l1-0173,Biology,1,Chromosome is characterized by what?,Size,Dna package,Color,Shape,Weight,1,Chromosome: condensed structure of DNA and proteins
bio-l1-0174,Biology,1,"In Biology, Chromosome refers to what?",Process A,Condensed structure of dna and proteins,Process B,Process C,Process D,1,Chromosome: condensed structure of DNA and proteins
bio-l1-0175,Biology,1,What best defines Chromosome?,Definition A,Dna package,Definition B,Definition C,Definition D,1,Chromosome: condensed structure of DNA and proteins
bio-l1-0176,Biology,1,The primary function of Chromosome is what?,Function A,Condensed structure of dna and proteins,Function B,Function C,Function D,1,Chromosome: condensed structure of DNA and proteins
bio-l1-0177,Biology,1,Chromosome can be classified as what?,Type A,Dna package,Type B,Type C,Type D,1,Chromosome: condensed structure of DNA and proteins
